resistance_class,combo,exp_coef,lower,upper
fluoroquinolone,marbofloxacin IncFIA,10.541599996012438,6.5854476615020685,16.87437759555179
fluoroquinolone,orbifloxacin IncFIA,7.652307166382881,4.818318487586618,12.153161962941356
fluoroquinolone,pradofloxacin IncFIA,11.21584827877649,6.990922448589831,17.99408497771395
fluoroquinolone,enrofloxacin aadA1,4.613340203619178,3.0645917170146046,6.944777575481392
fluoroquinolone,enrofloxacin sul1,5.916959441903413,4.222427932796039,8.291535011219596
fluoroquinolone,pradofloxacin sul1,6.719037810748379,4.068907725742336,11.095230500472946
fluoroquinolone,enrofloxacin ant(3'')-Ia,14.979213790913587,10.617063426208835,21.13360698590239
fluoroquinolone,marbofloxacin ant(3'')-Ia,17.049163831526403,11.006151894135074,26.41013772571334
fluoroquinolone,orbifloxacin ant(3'')-Ia,14.818886354238522,9.607987611217617,22.855919643718913
fluoroquinolone,pradofloxacin ant(3'')-Ia,18.45148338902183,11.837756657593864,28.760283650276495
fluoroquinolone,enrofloxacin aph(3')-Ia,5.7627210553071535,3.858311829967865,8.607120270410329
fluoroquinolone,enrofloxacin tet(A),5.55783362340002,3.9276377355062677,7.864654702278487
fluoroquinolone,enrofloxacin dfrA17,13.013946866595084,8.937749359538797,18.949156687394442
fluoroquinolone,marbofloxacin dfrA17,26.175947820046222,14.54628198550747,47.10346224282128
fluoroquinolone,orbifloxacin dfrA17,18.14393500095131,10.181498439650984,32.33339171734243
fluoroquinolone,pradofloxacin dfrA17,28.32103904974282,15.676352457438067,51.16504333739247
fluoroquinolone,enrofloxacin aadA5,10.709533397258138,7.337722581625235,15.630749774350798
fluoroquinolone,marbofloxacin aadA5,28.680446363186896,15.273210910782973,53.856913807881924
fluoroquinolone,orbifloxacin aadA5,20.62978410693297,11.029691347968614,38.58566653155227
fluoroquinolone,pradofloxacin aadA5,30.682483013029216,16.309341156907937,57.72242758231123
fluoroquinolone,enrofloxacin mph(A),11.094783647334344,7.434554295376958,16.557041524022694
fluoroquinolone,marbofloxacin mph(A),11.961238654065088,6.89585439827685,20.747426189168337
fluoroquinolone,orbifloxacin mph(A),11.67589379173265,6.68034705309551,20.407097827746934
fluoroquinolone,pradofloxacin mph(A),12.761390391384253,7.3390766843196,22.18986007725743
fluoroquinolone,enrofloxacin qacEdelta1,6.052723472338337,4.288220399035154,8.543278568619838
fluoroquinolone,marbofloxacin qacEdelta1,7.346851532738117,4.387102760406329,12.303387997024533
fluoroquinolone,pradofloxacin qacEdelta1,7.736358799879716,4.6151804335295115,12.968343999219204
cephalosporin,cefovecin IncI1_Alpha,26.154494364640712,11.237034740338254,60.87527459663543
cephalosporin,cefovecin sul2,17.230585588432522,8.223392151106175,36.1034806883631
cephalosporin,cefovecin aph(3'')-Ib,12.299877235973256,6.500679648232703,23.272486602403564
cephalosporin,cefovecin aph(6)-Id,12.299877235973256,6.500679648232703,23.272486602403564
cephalosporin,cefovecin blaEC-5,0.07023443345497328,0.038110374122697535,0.12943655779551058
cephalosporin,cefovecin blaCMY-2,114.66484422229716,38.236961149247634,343.8564704240987
cephalosporin,cefovecin sul1,26.154014189654387,11.236886480097068,60.87384254029898
cephalosporin,cefovecin ant(3'')-Ia,18.040684413522367,9.561281407672809,34.04002876090712
cephalosporin,cefovecin tet(A),31.874577290616937,13.755626201569894,73.85986377992455
cephalosporin,cefpodoxime tet(34),6.428571347623708,4.37666683559398,9.442466407402442
aminoglycoside,gentamicin blaTEM-1,5.7495566120165815,3.965475405990346,8.336302170692132
cephalosporin,cefazolin tet(B),6.261102984379544,4.207704960997051,9.316577788694893
cephalosporin,cefpodoxime tet(B),6.532257972126668,4.030381842119173,10.587184015293282
aminoglycoside,gentamicin tet(B),7.081065989793671,4.897614905801944,10.237941634082473
cephalosporin,cefazolin IncI1_Alpha,8.725373833348439,5.341683115091954,14.252464418299933
cephalosporin,cefpodoxime IncI1_Alpha,7.199998160999725,4.456667417943261,11.63200406422147
cephalosporin,ceftazidime IncI1_Alpha,8.22857137087355,4.729247693111469,14.317158076576108
cephalosporin,cefazolin IncFIB(AP001918),3.4401428115610213,2.5311683784066363,4.675541408029444
aminoglycoside,gentamicin IncFIB(AP001918),4.761772716609037,3.3066772589154496,6.8571794672453645
aminoglycoside,gentamicin blaTEM-1B,6.259053805961902,4.229879692466411,9.26167110986627
cephalosporin,cefazolin sul2,4.806507712220962,3.396710710172004,6.801437731642949
cephalosporin,cefpodoxime sul2,8.67857131495084,5.397618800737889,13.953856848577592
cephalosporin,ceftazidime sul2,9.73333311852908,5.478232496940645,17.293492682021427
aminoglycoside,gentamicin sul2,9.94999330311866,6.998917596919703,14.145382533961847
cephalosporin,cefazolin aph(3'')-Ib,6.022432691190289,4.257658009844949,8.51869629642667
cephalosporin,cefpodoxime aph(3'')-Ib,7.459259159477447,4.774296236706582,11.65418827186775
cephalosporin,ceftazidime aph(3'')-Ib,8.241071247085804,4.821087495517105,14.087123571745058
aminoglycoside,gentamicin aph(3'')-Ib,7.2713379320180795,5.138747256859307,10.288958121267756
cephalosporin,cefazolin aph(6)-Id,6.022432691190289,4.257658009844949,8.51869629642667
cephalosporin,cefpodoxime aph(6)-Id,7.459259159477447,4.774296236706582,11.65418827186775
cephalosporin,ceftazidime aph(6)-Id,8.241071247085804,4.821087495517105,14.087123571745058
aminoglycoside,gentamicin aph(6)-Id,7.2713379320180795,5.138747256859307,10.288958121267756
cephalosporin,cefpodoxime blaEC-5,0.12802275864432244,0.08412739746616298,0.19482151147602803
cephalosporin,cefazolin IncQ1,7.486716425210019,4.57991686993866,12.238414893382162
aminoglycoside,gentamicin IncQ1,14.583465190983842,9.363293206507128,22.71395889096314
aminoglycoside,gentamicin IncFIA(HI1)_HI1,7.869748415999986,4.731831538992187,13.088576721462305
cephalosporin,cefazolin blaCMY-2,58.26657961872405,20.62722832597188,164.58800216946491
cephalosporin,cefpodoxime blaCMY-2,136.90472662140053,48.04966364986251,390.073576952792
cephalosporin,ceftazidime blaCMY-2,31.6666662364011,15.65271672592462,64.06413455798298
aminoglycoside,gentamicin IncFIA,4.616652517840477,3.1227438208016722,6.825241420223583
aminoglycoside,gentamicin sul1,24.662026646583545,15.892136852193822,38.27147752209521
cephalosporin,cefazolin ant(3'')-Ia,8.525636627775857,5.894708107998679,12.330802234336788
cephalosporin,cefpodoxime ant(3'')-Ia,9.986666545826674,6.328719145421883,15.758877334551917
cephalosporin,ceftazidime ant(3'')-Ia,13.102563868801763,7.385135587819001,23.246313882062335
aminoglycoside,gentamicin ant(3'')-Ia,46.96830522705134,29.15010285223291,75.67800728128393
cephalosporin,cefazolin aph(3')-Ia,16.581593140665714,8.549226982474547,32.16071250022994
aminoglycoside,gentamicin aph(3')-Ia,14.652164486894165,8.8777804861408,24.182387082689313
cephalosporin,cefazolin aac(3)-IId,11.933686152748864,6.547535169162727,21.750607138857287
cephalosporin,cefpodoxime tet(A),13.548386922937986,7.4488449225567,24.642584202254188
cephalosporin,ceftazidime tet(A),22.647058330508976,9.978069211456603,51.40165298077786
aminoglycoside,gentamicin tet(A),5.546642333632729,3.665118081386536,8.394065482771037
cephalosporin,cefazolin dfrA17,22.10000313417124,12.233917872421053,39.92262688238267
cephalosporin,cefpodoxime dfrA17,9.882352806882817,5.37145854983197,18.181448501126333
aminoglycoside,gentamicin dfrA17,20.978520438290218,13.628886364333866,32.29158333372537
cephalosporin,cefazolin aadA5,17.1802692714342,9.913107215880476,29.774887511167716
aminoglycoside,gentamicin aadA5,15.533795390846484,10.217631175698596,23.615923798324562
cephalosporin,cefazolin blaCTX-M-1,1757814732166791e158,17567864720545648e157,17588435941272642e157
cephalosporin,cefazolin mph(A),23.534278292300566,12.29260612268113,45.0565363611152
aminoglycoside,gentamicin mph(A),33.84930603740985,20.473764619574844,55.963108910549984
aminoglycoside,gentamicin catA1,8.2907885172325,5.003906089154645,13.736703489790443
cephalosporin,cefazolin blaCTX-M-15,17988331743532866e270,17974389009246938e270,1800228529319835e271
cephalosporin,cefazolin qacEdelta1,5.5524307540657505,3.5260963656298845,8.743234467214547
aminoglycoside,gentamicin qacEdelta1,26.07118381877654,16.524624466603647,41.132954463572005
